State,Total_Transactions,Total_amount
ladakh,33208,131788417.3
ladakh,21812,80911251.92
ladakh,13177,50193271.97
ladakh,13164,48682989.3
ladakh,11567,51535510.96
ladakh,9087,31090704.29
ladakh,8926,29595203.92
ladakh,8098,28106789.56
ladakh,79598,265446627.7
ladakh,53569,186455975.8
ladakh,40398,145874101
ladakh,28650,101994102.2
ladakh,19884,63335720.98
ladakh,19253,76107254.4
ladakh,17941,61946061.19
ladakh,13802,37001878.33
ladakh,13717,36711603.92
ladakh,12137,41598849.49
ladakh,69922,253778842.7
ladakh,52241,188584751
ladakh,32349,131455088.8
ladakh,20479,75239570.33
ladakh,20189,78630023.24
ladakh,17261,50249657.87
ladakh,11397,36877688.48
ladakh,9665,35542116.59
ladakh,9664,29369812.54
ladakh,9247,30460098.46
ladakh,97554,344092221.3
ladakh,82253,290945382.7
ladakh,46730,184021708.6
ladakh,27961,104196961.2
ladakh,27469,110348436.7
ladakh,23768,73062107.07
ladakh,23109,81915521.25
ladakh,15290,45575936.58
ladakh,13320,43934602.8
ladakh,11776,37349775.98
ladakh,158592,609875579.8
ladakh,134590,453246271.9
ladakh,64437,269863008.4
ladakh,37043,160850348.1
ladakh,34363,122408757.8
ladakh,33291,125474392.1
ladakh,33031,130954308
ladakh,21767,68952692.58
ladakh,17972,58698289.91
ladakh,16103,57215433.31
ladakh,152915,482150693.8
ladakh,145867,501529595.9
ladakh,74027,274189707
ladakh,43146,168530928.9
ladakh,38000,139391735.7
ladakh,36689,112442870.8
ladakh,31783,110979297.2
ladakh,22207,67216234.07
ladakh,21830,68873210.48
ladakh,17704,56842594.13
ladakh,154272,472737561.2
ladakh,134589,426307081.7
ladakh,76974,270445428.8
ladakh,45153,152808140.2
ladakh,42114,144670505.4
ladakh,34785,93196976.43
ladakh,26314,89483823.81
ladakh,23787,73704446.77
ladakh,23335,68121513.1
ladakh,17551,56686258.25
ladakh,295744,953619671.9
ladakh,235834,687142377.4
ladakh,122174,422676434.2
ladakh,78094,237866441.4
ladakh,77048,302237005
ladakh,64923,179793577.1
ladakh,49473,160062924.9
ladakh,39622,106171675.1
ladakh,35267,99427375.08
ladakh,31848,150765059.1
ladakh,320558,987012441.2
ladakh,252253,692400225.3
ladakh,138865,447577780.6
ladakh,78063,282694980.3
ladakh,67676,172870643.5
ladakh,66414,194962643.2
ladakh,58100,163338681.5
ladakh,44884,212368409.1
ladakh,40480,105748434.4
ladakh,33746,90353822.99
ladakh,253102,634954359.6
ladakh,242758,650642182.7
ladakh,128329,361948632.4
ladakh,73153,227090234.8
ladakh,62642,136252415.7
ladakh,55644,138011380.5
ladakh,54757,143326775.2
ladakh,50950,195859048.5
ladakh,41674,98531402.32
ladakh,34085,90457957.4
lakshadweep,455,1185781.984
lakshadweep,126,306892.6264
lakshadweep,112,315190.9631
lakshadweep,36,65846.34124
lakshadweep,30,50800.07325
lakshadweep,17,4038.940558
lakshadweep,2,60.25276276
lakshadweep,1424,3906194.94
lakshadweep,296,1089183.539
lakshadweep,195,510331.3791
lakshadweep,110,383860.1559
lakshadweep,53,209750.5848
lakshadweep,39,69725.95548
lakshadweep,8,3622.765628
lakshadweep,7,15140.21913
lakshadweep,698,1556188.166
lakshadweep,412,1291876.154
lakshadweep,190,516103.4758
lakshadweep,159,477561.3107
lakshadweep,97,309504.5524
lakshadweep,69,80265.42555
lakshadweep,66,97766.19756
lakshadweep,12,9767.03011
lakshadweep,759,2004526.445
lakshadweep,301,1111395.752
lakshadweep,186,445814.1112
lakshadweep,143,278949.5883
lakshadweep,118,416078.0738
lakshadweep,108,152911.935
lakshadweep,23,40153.84243
lakshadweep,4,13383.95061
lakshadweep,1321,4054159.611
lakshadweep,428,2021015.4
lakshadweep,203,634895.5736
lakshadweep,193,1293390.674
lakshadweep,150,446817.8959
lakshadweep,109,148186.4126
lakshadweep,58,147707.0572
lakshadweep,19,39957.85402
lakshadweep,1542,4690793.317
lakshadweep,431,1833526.162
lakshadweep,394,1113924.978
lakshadweep,192,863634.7924
lakshadweep,182,434050.6261
lakshadweep,135,200339.9666
lakshadweep,45,104411.7303
lakshadweep,5,1842.564664
lakshadweep,1659,3773089.635
lakshadweep,530,1708192.871
lakshadweep,464,2476541.08
lakshadweep,153,349198.5725
lakshadweep,135,619859.9919
lakshadweep,134,669201.2041
lakshadweep,20,40429.1436
lakshadweep,9,15248.96558
lakshadweep,2171,6680517.435
lakshadweep,537,1342591.463
lakshadweep,351,1394351.372
lakshadweep,276,552216.6365
lakshadweep,209,546978.1303
lakshadweep,107,149457.2109
lakshadweep,100,597218.692
lakshadweep,14,6582.465747
lakshadweep,2725,7559822.515
lakshadweep,833,2364315.969
lakshadweep,457,1021265.98
lakshadweep,351,635104.0313
lakshadweep,331,495116.9137
lakshadweep,263,606714.8558
lakshadweep,168,739215.6096
lakshadweep,23,80812.70065
lakshadweep,3325,7916550.981
lakshadweep,1285,3554024.881
lakshadweep,982,2466847.432
lakshadweep,679,1345517.424
lakshadweep,356,438300.2289
lakshadweep,342,564449.4467
lakshadweep,218,584952.0322
lakshadweep,33,72279.65971
lakshadweep,3980,11206286.72
lakshadweep,1414,3573553.292
lakshadweep,1084,2342940.346
lakshadweep,877,1630108.201
lakshadweep,607,1241637.955
lakshadweep,333,767447.7299
lakshadweep,247,345676.0228
lakshadweep,47,199183.0384
lakshadweep,5080,15206028.24
lakshadweep,2482,5683642.707
lakshadweep,1189,2709723.884
lakshadweep,1135,2575732.313
lakshadweep,1110,2300070.963
lakshadweep,338,1025546.563
lakshadweep,230,382427.6476
lakshadweep,86,228145.6034
lakshadweep,4769,15007370.9
lakshadweep,1612,4299900.736
lakshadweep,794,1982132.239
lakshadweep,722,1950843.717
lakshadweep,563,1751644.554
lakshadweep,328,1260342.287
lakshadweep,252,572604.5362
lakshadweep,45,217943.9434
lakshadweep,5888,15074376.91
lakshadweep,2178,5290891.703
lakshadweep,993,1639413.325
lakshadweep,857,1730691.064
lakshadweep,587,1363040.398
lakshadweep,504,1291413.778
lakshadweep,339,740231.7659
lakshadweep,38,253404.7126
lakshadweep,6738,20058639.52
lakshadweep,2598,7159689.52
lakshadweep,964,2001813.217
lakshadweep,940,2135837.974
lakshadweep,771,3040393.868
lakshadweep,721,2942217.372
lakshadweep,591,1354959.715
lakshadweep,47,109612.5085
lakshadweep,7192,25481054.28
lakshadweep,3110,8944915.54
lakshadweep,1413,4646275.173
lakshadweep,1202,2942810.705
lakshadweep,1099,3043732.142
lakshadweep,758,3963899.728
lakshadweep,606,1786457.546
lakshadweep,90,189040.4172
lakshadweep,7323,25624455.06
lakshadweep,3633,11612445.9
lakshadweep,1982,6095982.207
lakshadweep,1081,2789410.292
lakshadweep,1080,2361737.069
lakshadweep,608,2982499.368
lakshadweep,563,2916745.54
lakshadweep,127,556157.2166
lakshadweep,7618,26188276.77
lakshadweep,3798,10849797.53
lakshadweep,2325,5538905.566
lakshadweep,1342,4070890.145
lakshadweep,1021,3047138.111
lakshadweep,660,3611799.004
lakshadweep,601,2138003.041
lakshadweep,204,484791.822
lakshadweep,6356,20631453.65
lakshadweep,3121,9353831.699
lakshadweep,2438,5191563.257
lakshadweep,1043,4068085.269
lakshadweep,979,4657640.807
lakshadweep,805,2362417.01
lakshadweep,341,856246.7155
lakshadweep,158,458771.214
lakshadweep,7140,23769820.49
lakshadweep,3739,10627138.98
lakshadweep,2929,6778902.537
lakshadweep,1068,3769891.263
lakshadweep,906,4474064.406
lakshadweep,855,3159192.41
lakshadweep,376,1734576.378
lakshadweep,134,500287.1428
madhya-pradesh,832846,898730606.7
madhya-pradesh,207574,253142785.6
madhya-pradesh,107648,156165711.6
madhya-pradesh,104275,118241844.3
madhya-pradesh,94234,157403991.6
madhya-pradesh,83978,87238625.14
madhya-pradesh,79043,78056088.41
madhya-pradesh,76954,81645808.23
madhya-pradesh,74060,93745050.67
madhya-pradesh,73987,87750006.56
madhya-pradesh,928983,1443626493
madhya-pradesh,246010,402380195.3
madhya-pradesh,142004,259873127.5
madhya-pradesh,136382,226612217.3
madhya-pradesh,129277,261844252.3
madhya-pradesh,107180,126504337
madhya-pradesh,105767,142892504.9
madhya-pradesh,103987,157951904
madhya-pradesh,101316,142159110.3
madhya-pradesh,99813,147560868.4
madhya-pradesh,1164035,1861753236
madhya-pradesh,323991,147624664.3
madhya-pradesh,287900,482102101.3
madhya-pradesh,276731,246461342.7
madhya-pradesh,239696,348542009.1
madhya-pradesh,239364,422167574.6
madhya-pradesh,222326,95525543.46
madhya-pradesh,218956,235907504.6
madhya-pradesh,215104,130056224.7
madhya-pradesh,208570,241162283.8
madhya-pradesh,1500309,2552351601
madhya-pradesh,343290,585006850.4
madhya-pradesh,335785,608914775.5
madhya-pradesh,295535,483571677.5
madhya-pradesh,278306,549086571.3
madhya-pradesh,275519,276467132.6
madhya-pradesh,247693,296890946
madhya-pradesh,242961,294409417.8
madhya-pradesh,241160,378635020.7
madhya-pradesh,240419,279849921.5
madhya-pradesh,3626425,5068130945
madhya-pradesh,1667463,2491269778
madhya-pradesh,603742,795143251.1
madhya-pradesh,539450,804250137.7
madhya-pradesh,536017,660504209
madhya-pradesh,471656,384166428.3
madhya-pradesh,435916,395194631.9
madhya-pradesh,432653,720758844.8
madhya-pradesh,419303,316072420.8
madhya-pradesh,389412,347672223.7
madhya-pradesh,6704852,11443970358
madhya-pradesh,4253651,7470815434
madhya-pradesh,1116887,1903950973
madhya-pradesh,597802,404946329.5
madhya-pradesh,575129,873647635.5
madhya-pradesh,497913,813285367.2
madhya-pradesh,493951,475968874.6
madhya-pradesh,475553,488470240.3
madhya-pradesh,434348,771524186.5
madhya-pradesh,418034,723340186.8
madhya-pradesh,6269219,11834863354
madhya-pradesh,4366960,8065739923
madhya-pradesh,1055603,1863763892
madhya-pradesh,1043588,1225514212
madhya-pradesh,940540,505580483.3
madhya-pradesh,918349,630186966.4
madhya-pradesh,898555,1133787666
madhya-pradesh,839430,652641998
madhya-pradesh,731558,627704960.5
madhya-pradesh,679665,620156231.9
madhya-pradesh,6837881,13576912652
madhya-pradesh,5504197,10818308924
madhya-pradesh,1476430,1587077410
madhya-pradesh,1305226,1524380730
madhya-pradesh,1266715,2344608582
madhya-pradesh,1257486,1667617803
madhya-pradesh,1105950,608200651.5
madhya-pradesh,980305,761376331.7
madhya-pradesh,973492,815982424.4
madhya-pradesh,859025,801636587.6
madhya-pradesh,8311339,16391514715
madhya-pradesh,6548078,13044490029
madhya-pradesh,2197233,4135614413
madhya-pradesh,1675660,3288419375
madhya-pradesh,1568004,1682081173
madhya-pradesh,1519272,1717412983
madhya-pradesh,981968,596828292.4
madhya-pradesh,973781,866222103.5
madhya-pradesh,953629,819880210.5
madhya-pradesh,923744,1429885804
madhya-pradesh,7083405,18733977854
madhya-pradesh,7027354,18569853905
madhya-pradesh,991925,1616822891
madhya-pradesh,754370,1531783296
madhya-pradesh,737841,1149552894
madhya-pradesh,701101,1247621766
madhya-pradesh,666290,731581581.3
madhya-pradesh,656493,1401864444
madhya-pradesh,566179,956557626.2
madhya-pradesh,526600,863069994.1
madhya-pradesh,18608188,42836925858
madhya-pradesh,6059895,13662742990
madhya-pradesh,1520843,2092911875
madhya-pradesh,1413770,2339700967
madhya-pradesh,1289565,2421154415
madhya-pradesh,1258497,2665546564
madhya-pradesh,982572,1690061463
madhya-pradesh,937996,1493171910
madhya-pradesh,918271,1064260342
madhya-pradesh,897854,1644475544
madhya-pradesh,20637374,44520942803
madhya-pradesh,6210457,13040333253
madhya-pradesh,2556422,3329001379
madhya-pradesh,2187046,3998691301
madhya-pradesh,2091495,3468605470
madhya-pradesh,1955323,2956333499
madhya-pradesh,1733750,3424103521
madhya-pradesh,1505055,2282925454
madhya-pradesh,1446070,2729484076
madhya-pradesh,1415361,1654509281
madhya-pradesh,45920869,76097617508
madhya-pradesh,12368534,20333650797
madhya-pradesh,3157169,3746274998
madhya-pradesh,3031347,3622956355
madhya-pradesh,2626795,4524235375
madhya-pradesh,2567784,4163932827
madhya-pradesh,2284442,3592982816
madhya-pradesh,1784180,2566937157
madhya-pradesh,1717447,2091704740
madhya-pradesh,1690582,1841285116
madhya-pradesh,57596018,1.02E+11
madhya-pradesh,15823586,28475955866
madhya-pradesh,2855889,5204968518
madhya-pradesh,2370403,4281025788
madhya-pradesh,2302486,3993109709
madhya-pradesh,2206070,3293341963
madhya-pradesh,1499795,2613982956
madhya-pradesh,1485190,3016062223
madhya-pradesh,1462678,3035718858
madhya-pradesh,1427896,1878688340
madhya-pradesh,74987334,1.11E+11
madhya-pradesh,22164070,34600062075
madhya-pradesh,4126900,5116995913
madhya-pradesh,4073176,6413114866
madhya-pradesh,4031874,6533062681
madhya-pradesh,3814262,4939628152
madhya-pradesh,3411019,5155527776
madhya-pradesh,2531200,3787124072
madhya-pradesh,2368726,4169091721
madhya-pradesh,2340962,2917120877
madhya-pradesh,97987017,1.46E+11
madhya-pradesh,29248862,46290695147
madhya-pradesh,5218813,6467043621
madhya-pradesh,5218642,6458915107
madhya-pradesh,5053220,8127214279
madhya-pradesh,4713553,7350145337
madhya-pradesh,4258695,6645714915
madhya-pradesh,3186800,4819897276
madhya-pradesh,3144266,5557372411
madhya-pradesh,3140760,3797721235
madhya-pradesh,119378084,1.72E+11
madhya-pradesh,31734667,48510760291
madhya-pradesh,5959407,7263031626
madhya-pradesh,5914289,7022464204
madhya-pradesh,5835918,9193584004
madhya-pradesh,5434974,8295117043
madhya-pradesh,4842367,7496773909
madhya-pradesh,3814949,4530100209
madhya-pradesh,3736352,5627028238
madhya-pradesh,3535166,6311233940
madhya-pradesh,137837715,1.98E+11
madhya-pradesh,32975727,49649233332
madhya-pradesh,7218657,8588780340
madhya-pradesh,7076259,8193327848
madhya-pradesh,7032988,10760742333
madhya-pradesh,6697994,10032979289
madhya-pradesh,5419403,8410016000
madhya-pradesh,4554580,6766903711
madhya-pradesh,4540833,5308580646
madhya-pradesh,4137398,7303848629
madhya-pradesh,164538285,2.29E+11
madhya-pradesh,77073821,1.02E+11
madhya-pradesh,71155689,88368119988
madhya-pradesh,45855523,61686718220
madhya-pradesh,7471847,8380329352
madhya-pradesh,7434496,8613771375
madhya-pradesh,7298840,10084918117
madhya-pradesh,5949409,8464115413
madhya-pradesh,4729334,6525836938
madhya-pradesh,4724444,5158456073
madhya-pradesh,240053791,3.42E+11
madhya-pradesh,97808901,1.28E+11
madhya-pradesh,87303087,1.20E+11
madhya-pradesh,47477990,64112954200
madhya-pradesh,8385618,9603879189
madhya-pradesh,8324463,9357366073
madhya-pradesh,7999283,10647567574
madhya-pradesh,6345033,9374516188
madhya-pradesh,6308229,8847328415
madhya-pradesh,5717266,8822242706
maharashtra,2227885,3105208723
maharashtra,1055656,1413523606
maharashtra,168299,280533305.3
maharashtra,156090,192733705.9
maharashtra,121105,201559877.9
maharashtra,118850,165427380.1
maharashtra,114748,209175471.8
maharashtra,104719,116259679.5
maharashtra,101787,119594030.2
maharashtra,95135,137262044.1
maharashtra,2631405,4703762207
maharashtra,1316115,2145613784
maharashtra,242519,422304488.8
maharashtra,218820,316770191.1
maharashtra,166457,324218025.2
maharashtra,157641,261252656
maharashtra,148846,279715772.9
maharashtra,135128,270573714.7
maharashtra,133107,189328050.5
maharashtra,130057,200245075.8
maharashtra,3111609,5436005565
maharashtra,1689517,2829639683
maharashtra,508646,591587000.4
maharashtra,422874,611270873.3
maharashtra,265735,483326747.4
maharashtra,238408,390743516.5
maharashtra,204502,302541720.2
maharashtra,201404,447312675
maharashtra,200254,344862780.5
maharashtra,189200,286384151.8
maharashtra,4586309,8474903607
maharashtra,2176631,3917444399
maharashtra,652006,884095179.3
maharashtra,518442,769817705.9
maharashtra,420715,700159714.9
maharashtra,400213,785501091.8
maharashtra,376373,529931831
maharashtra,344206,531815629
maharashtra,314305,368619265
maharashtra,289541,484031730.6
maharashtra,6494529,10238553959
maharashtra,5641935,9202990658
maharashtra,2376027,3441020708
maharashtra,1291680,1352213399
maharashtra,936769,1088531393
maharashtra,705098,796780363.9
maharashtra,703615,1011657286
maharashtra,650588,1016319466
maharashtra,593884,747314892.8
maharashtra,578580,575340284.2
maharashtra,22544991,34073354894
maharashtra,6827030,12401411002
maharashtra,2165856,1701151988
maharashtra,1250933,1052200366
maharashtra,1105699,1253903072
maharashtra,994726,710421676.7
maharashtra,822458,919595179.8
maharashtra,816802,1127101248
maharashtra,736036,711637511.5
maharashtra,684074,1196325636
maharashtra,25995035,42031275308
maharashtra,7234595,14467758895
maharashtra,4113075,2568524078
maharashtra,2374065,1596921146
maharashtra,2158511,1880558906
maharashtra,1863384,1151240194
maharashtra,1473236,1359277973
maharashtra,1399162,1112254283
maharashtra,1367646,963376797.5
maharashtra,1268839,1480979342
maharashtra,32779718,51360244641
maharashtra,10498727,22289347328
maharashtra,5242853,3141185779
maharashtra,4505845,5714251439
maharashtra,3033141,2406336858
maharashtra,3008684,2018214639
maharashtra,2544534,1467560437
maharashtra,1970393,1750661973
maharashtra,1918669,1432422962
maharashtra,1808324,1188240881
maharashtra,43278566,64894935104
maharashtra,10817537,21066837486
maharashtra,5637564,3498481663
maharashtra,3577288,2709270513
maharashtra,3338361,2293643428
maharashtra,2822563,1654901854
maharashtra,2572365,5224820486
maharashtra,2258157,1670905374
maharashtra,2249726,1954542699
maharashtra,2085583,2215056415
maharashtra,27617700,58352702891
maharashtra,6133707,13985785943
maharashtra,1773268,4869612766
maharashtra,1695433,4365896359
maharashtra,1566812,1588831343
maharashtra,1473583,1470500760
maharashtra,1370197,1438917505
maharashtra,1268368,1772795395
maharashtra,1246164,1342419964
maharashtra,1144503,1537431833
maharashtra,49082232,94100767700
maharashtra,9322422,19921445455
maharashtra,2801571,3007329077
maharashtra,2579266,2455050778
maharashtra,2246332,1998570490
maharashtra,2096814,2005776006
maharashtra,1958007,3661800243
maharashtra,1924441,2632272615
maharashtra,1886074,4404411880
maharashtra,1815596,1737159508
maharashtra,48628369,83733590847
maharashtra,10292942,19437071904
maharashtra,5088128,4921388817
maharashtra,4444889,10914140072
maharashtra,4384385,3846739779
maharashtra,4117739,3458693808
maharashtra,3737410,3034627309
maharashtra,3183797,4104217115
maharashtra,3105570,2764392023
maharashtra,3049281,3141625297
maharashtra,99287169,1.43E+11
maharashtra,25090098,39416189451
maharashtra,14752939,29459240171
maharashtra,5597174,5283710135
maharashtra,5167231,4454661004
maharashtra,5011718,4006389874
maharashtra,4560933,3672139834
maharashtra,3970507,3298137066
maharashtra,3927031,7099760065
maharashtra,3668053,3582816059
maharashtra,120795663,1.86E+11
maharashtra,27988960,44355645216
maharashtra,25401557,51689666318
maharashtra,5820240,5718928169
maharashtra,4911423,9162320984
maharashtra,4333078,4447067831
maharashtra,4313072,7018036781
maharashtra,3826381,3573102471
maharashtra,3522643,4155458264
maharashtra,3471054,3320265999
maharashtra,155523883,2.17E+11
maharashtra,45378525,84950919432
maharashtra,35253876,52493227093
maharashtra,8483378,7512931034
maharashtra,6658569,9795663071
maharashtra,6391773,5955974411
maharashtra,6153220,5254893792
maharashtra,5518690,4869776611
maharashtra,5494787,9251767920
maharashtra,5234434,5620948988
maharashtra,185423020,2.59E+11
maharashtra,55162139,1.03E+11
maharashtra,50340367,73187916009
maharashtra,10198767,9264010975
maharashtra,8557377,12404503528
maharashtra,7890419,6868558294
maharashtra,7862205,7410840169
maharashtra,7136353,6247408884
maharashtra,6407291,8067351257
maharashtra,6367461,6993658659
maharashtra,209101358,2.85E+11
maharashtra,69862188,1.30E+11
maharashtra,56011211,80794740860
maharashtra,11640038,10636624235
maharashtra,9825891,13805827491
maharashtra,9348861,8590526583
maharashtra,9059263,7848200048
maharashtra,8561602,7472972779
maharashtra,7459104,8159684878
maharashtra,7450111,11482329395
maharashtra,262731186,3.56E+11
maharashtra,93575752,1.68E+11
maharashtra,67786894,95416331929
maharashtra,13236910,11874309799
maharashtra,11697920,10026764353
maharashtra,11622532,9909192949
maharashtra,11357036,15940998115
maharashtra,11248321,10137475801
maharashtra,8733671,7423109581
maharashtra,8602663,9347399711
maharashtra,217102802,2.42E+11
maharashtra,137051260,1.70E+11
maharashtra,49814056,65788617892
maharashtra,35565559,46889682733
maharashtra,28518450,39580070889
maharashtra,16584775,22892863076
maharashtra,13708087,12394610913
maharashtra,13233019,11257700083
maharashtra,12876808,23786716615
maharashtra,12461317,10734695463
maharashtra,263248580,2.99E+11
maharashtra,180508440,2.26E+11
maharashtra,49240020,65927005243
maharashtra,33001619,46646510285
maharashtra,29230434,40043689995
maharashtra,15124573,13739297710
maharashtra,14986782,12424554393
maharashtra,13692420,11881222962
maharashtra,13270367,18356897591
maharashtra,12674116,17443485581
manipur,12606,23682933.58
manipur,8487,10244714.68
manipur,4140,6458893.324
manipur,4015,1947352.884
manipur,4012,3186030.475
manipur,3749,4170135.426
manipur,3632,3526963.202
manipur,3285,2936870.675
manipur,3020,4270672.741
manipur,2976,3058970.432
manipur,18869,44371601.79
manipur,11421,20780535.1
manipur,10598,10328620.3
manipur,8787,4411550.309
manipur,8124,6416280.939
manipur,7956,6424120.17
manipur,7677,7402520.413
manipur,7109,10382916.5
manipur,6537,7127037.549
manipur,5110,8471239.484
manipur,22448,15778360.21
manipur,22196,61681660.67
manipur,15883,31271196.17
manipur,10525,20443510.77
manipur,8504,12631267.78
manipur,7723,11875212.23
manipur,6976,9049086.683
manipur,6292,9524903.276
manipur,6228,10405423.89
manipur,5771,11283039.74
manipur,32711,95104886.51
manipur,19824,48128337.59
manipur,12501,27087023.26
manipur,10795,19534498.36
manipur,9494,18953989.77
manipur,7849,13377220.7
manipur,7506,16701062.64
manipur,7121,22565426.58
manipur,7028,25299899.69
manipur,6971,12533403.84
manipur,35245,109634944.3
manipur,24838,56727468.16
manipur,12432,25977979.48
manipur,11157,22901903.3
manipur,9791,21402954.88
manipur,9570,19123565.14
manipur,9340,18235018.21
manipur,8646,23565468.84
manipur,8393,24871786.67
manipur,8185,27756732.5
manipur,36187,120781209.5
manipur,28023,77389134.5
manipur,10533,30009542.79
manipur,9739,27248718.96
manipur,8834,21011673.36
manipur,8578,18484663.43
manipur,8437,25768354.48
manipur,7257,20388901.1
manipur,7150,23400317.83
manipur,6820,16466061.17
manipur,49341,143342579.5
manipur,34428,100742930.7
manipur,16183,38435546.58
manipur,12606,31413050.59
manipur,12455,31596560.48
manipur,11331,21911206.16
manipur,10206,20197259.28
manipur,10097,21276889.32
manipur,9626,31349106.36
manipur,9541,25778922.85
manipur,85163,284142574.4
manipur,41607,123799617.9
manipur,19150,43657709.81
manipur,16045,32936174.8
manipur,14997,36046485.76
manipur,14246,38601354.82
manipur,13841,28618093.64
manipur,12308,32634117.41
manipur,12270,28917720.97
manipur,10612,24985787
manipur,387305,1585768079
manipur,29338,71746308.31
manipur,23472,49969749.15
manipur,19760,39998266.4
manipur,18804,45574900.74
manipur,18491,62464386.42
manipur,16024,34279598.47
manipur,15648,36913496.97
manipur,15607,35641602.94
manipur,14785,35928977.22
manipur,434372,1785185559
manipur,37798,78140997.54
manipur,30249,75820288.95
manipur,30163,64637545.79
manipur,28649,64115117.27
manipur,26957,48348962.69
manipur,26952,63698749.75
manipur,25348,54447797.89
manipur,22004,60475365.35
manipur,21593,40070674.35
manipur,668121,2783564813
manipur,39633,91377856.61
manipur,37763,100794824.1
manipur,37003,90478654.06
manipur,32589,85557701.29
manipur,30393,65449502.82
manipur,29878,73091134.61
manipur,29127,88214853.91
manipur,28473,67187829.42
manipur,24695,55104065.47
manipur,735821,2994638886
manipur,50986,166310982.5
manipur,45765,129937731.4
manipur,41754,122532691
manipur,39018,113247697.1
manipur,35670,102124943
manipur,34654,90732237.58
manipur,32853,117549054.4
manipur,31876,92161645.01
manipur,30448,88653311.98
manipur,1557689,4521302248
manipur,47326,162912662.9
manipur,39543,115764588.5
manipur,35007,128099048.5
manipur,34160,120845508.8
manipur,30444,95740714.72
manipur,29678,91689029.57
manipur,28626,88442534.4
manipur,28339,117955874.6
manipur,26145,92674945.95
manipur,2185030,5211049973
manipur,46325,131734104.2
manipur,44948,144473238.3
manipur,42030,122133179.4
manipur,41066,111647241.3
manipur,38339,126121651.1
manipur,38043,110126803.8
manipur,35832,89128017.27
manipur,35141,106224479.6
manipur,28651,84575734.1
manipur,2823956,6823004582
manipur,63235,207496231.9
manipur,53340,176697938.2
manipur,52916,166795951.3
manipur,51630,164039582.2
manipur,51217,179539019
manipur,47825,145269736.7
manipur,43620,131825035.8
manipur,42874,122545389
manipur,35644,122341897.6
manipur,3416235,8509771292
manipur,80571,271500636.6
manipur,62748,205142971.6
manipur,60364,204797473.3
manipur,58879,187064825.8
manipur,54120,203958848.4
manipur,53342,150150678.5
manipur,49515,143644492.9
manipur,42501,148358606.7
manipur,41864,121139818.6
manipur,3869356,9537639097
manipur,87098,289715782.8
manipur,69943,219152371
manipur,69278,217457160.9
manipur,67820,179456880.5
manipur,64420,222493009
manipur,58936,213716655
manipur,56033,164219914.7
manipur,50677,172077929.8
manipur,47315,138828052.7
manipur,4573299,10202669170
manipur,103360,328026661.7
manipur,84068,250002708.1
manipur,80833,192486883.5
manipur,73873,222746775.5
manipur,68627,249690972
manipur,60583,167710615.4
manipur,56502,143292534.8
manipur,55970,193974478.1
manipur,50379,169332377.9
manipur,4302756,9730640425
manipur,300051,680012369.6
manipur,159116,418419057.6
manipur,128345,335796943.4
manipur,115879,274869023
manipur,90949,263713677.8
manipur,86932,198139322.3
manipur,80059,227730675.7
manipur,68707,234564424.5
manipur,66313,154921111.1
manipur,4334975,9947583590
manipur,206973,479899121.4
manipur,151452,395569197.4
manipur,127631,339597446.5
manipur,117634,289439628
manipur,106022,276026598.9
manipur,90628,222872265.4
manipur,77019,205922863
manipur,75053,243754919
manipur,68326,165211575.1
meghalaya,6326,6240111.072
meghalaya,5245,8652691.778
meghalaya,3563,4766271.02
meghalaya,3343,5290588.53
meghalaya,2197,2975311.229
meghalaya,1873,1540690.026
meghalaya,1551,1429788.423
meghalaya,1549,2521411.524
meghalaya,1494,1672332.214
meghalaya,1448,2307282.756
meghalaya,7159,14913054.71
meghalaya,6136,10310363.43
meghalaya,5129,7424696.232
meghalaya,4566,9791290.934
meghalaya,2982,4358257.117
meghalaya,2973,5665655.61
meghalaya,2765,4038235.734
meghalaya,2668,3708245.668
meghalaya,2396,5164910.263
meghalaya,1990,3441094.526
meghalaya,11883,14458549.38
meghalaya,11765,25835260.86
meghalaya,7878,14188319.58
meghalaya,7087,13434015.06
meghalaya,4254,7160224.868
meghalaya,4002,10857672.01
meghalaya,3971,6539166.436
meghalaya,3734,6456455.718
meghalaya,3724,8621736.17
meghalaya,2921,3690909.015
meghalaya,15970,40796934.65
meghalaya,14358,28490192.39
meghalaya,10538,23552874.57
meghalaya,9404,14388348.38
meghalaya,9221,21905952.47
meghalaya,7828,6620807.693
meghalaya,6102,11176948.68
meghalaya,5184,13068701.78
meghalaya,5179,10377005.14
meghalaya,4851,13033139.82
meghalaya,28260,47614066.46
meghalaya,20618,46460197.12
meghalaya,14958,28395154.11
meghalaya,14090,29092921.44
meghalaya,8432,16562926.6
meghalaya,7527,9756768.051
meghalaya,6472,12712694.05
meghalaya,6386,10540968.33
meghalaya,6077,13402205.5
meghalaya,5923,14086152.17
meghalaya,49250,90504986.24
meghalaya,22222,55877235.39
meghalaya,14510,28610121.08
meghalaya,13302,29851975.84
meghalaya,7819,17407836.42
meghalaya,7062,13833419.89
meghalaya,6978,14917142.69
meghalaya,6715,14757332.89
meghalaya,6190,16088134.96
meghalaya,6158,14243341.37
meghalaya,47462,111694863.9
meghalaya,31145,68316585.31
meghalaya,18397,33108395.85
meghalaya,17736,36297169.54
meghalaya,10853,19322241.8
meghalaya,10365,21827382.4
meghalaya,9799,22332798.39
